ticker,date,year,month,day_of_week,quarter,surge_open,surge_high,surge_low,surge_close,surge_volume,prev_close,daily_return_pct,open_gap_pct,price_before_surge,is_penny_stock,is_micro_price,is_sub_10,price_bucket,intraday_range_pct,avg_vol_5d,avg_vol_10d,avg_vol_20d,surge_vol_vs_5d,surge_vol_vs_20d,is_low_vol_before,is_very_low_vol,vol_trend_5d,ret_1d_before,ret_3d_before,ret_5d_before,ret_10d_before,ret_20d_before,ret_40d_before,ret_60d_before,max_drawdown_5d,volatility_5d,volatility_10d,volatility_20d,atr_14,atr_pct_of_price,avg_intraday_range_20d,rsi_7,rsi_14,rsi_7_oversold,rsi_14_oversold,bb_width,bb_position,below_lower_bb,bb_squeeze,macd,macd_signal,macd_histogram,stoch_k,stoch_d,williams_r,mfi_14,cci_20,adx_14,obv_5d_slope,obv_20d_slope,dist_from_sma5_pct,dist_from_sma10_pct,dist_from_sma20_pct,dist_from_sma50_pct,below_all_sma,dist_from_20d_high_pct,dist_from_20d_low_pct,dist_from_period_high_pct,dist_from_period_low_pct,consecutive_down_days,consecutive_up_days,prev_day_gap_down,green_candle_ratio_5d,gap_up_on_surge,next_1d_return,next_3d_return,next_5d_return,next_5d_max_drawdown,next_5d_max_gain
AACG,2021-02-04,2021,2,3,1,3.67,19.75,3.45,14.3,315842300,1.36,951.47,169.85,1.36,1,0,1,$1-5,472.46,44800,45340,53940,7050.05,5855.44,1,0,-16.94,-2.86,1.49,7.09,-2.86,11.48,14.29,17.24,-9.29,3.73,3.34,3.21,0.1171,8.61,7.63,55.84,56.89,0,0,19.19,0.7051,0.0,0.0,0.035,0.0335,0.0016,48.28,52.26,-51.72,59.71,69.69,42.35,22.89,53.29,1.8,0.59,3.94,9.48,0,-9.93,13.33,-9.93,23.64,1,0,0,0.4,169.85,-55.73,-56.57,-60.7,-62.45,-29.23
ABTS,2025-03-10,2025,3,0,1,3.4,4.19,3.123,3.732,110400,0.252,1380.95,1249.21,0.252,1,1,1,<$1,34.17,1012820,513420,283645,0.11,0.39,0,0,257.07,-21.25,-38.69,-39.28,-43.24,-44.0,-43.62,-60.62,-39.28,16.58,12.39,8.98,0.0502,19.93,10.34,21.76,28.3,1,1,46.2,-0.3213,1.0,0.0,-0.0359,-0.0238,-0.0121,0.95,28.8,-99.05,11.97,-298.3,12.81,-91.3,-92.36,-28.0,-34.93,-37.95,-45.59,1,-46.15,0.8,-73.19,0.8,2,0,1,0.4,1249.21,-10.77,-11.31,-11.31,-18.01,0.29
ACRS,2021-01-19,2021,1,1,1,14.05,19.95,13.29,18.83,114362200,5.88,220.24,138.95,5.88,0,0,1,$5-10,50.11,333140,400030,618795,343.29,184.81,0,0,-46.16,-3.61,0.34,-6.96,-9.26,12.21,83.75,38.35,-7.28,3.78,3.02,6.0,0.5594,9.51,10.82,40.48,52.05,0,0,36.61,0.2838,0.0,1.0,0.3352,0.5039,-0.1688,10.0,12.9,-90.0,41.97,-49.89,38.5,-5.19,26.54,-2.78,-5.71,-7.92,23.51,1,-26.04,27.83,-26.04,93.42,1,0,0,0.4,138.95,-4.57,-3.24,-7.17,-13.38,28.94
ADTX,2023-08-31,2023,8,3,3,87597600.0,615443200.0,84072000.0,497200000.0,0,88592000.0,461.22,-1.12,88592000.0,0,0,0,$50+,632.04,0,0,0,0.0,0.0,1,1,-100.0,12.64,28.61,-0.61,-38.75,-37.97,-45.31,-59.17,-22.72,13.48,17.95,12.46,30637851.4286,34.58,22.57,41.88,37.94,0,0,87.96,0.2536,0.0,0.0,-17158541.9733,-14259665.3207,-2898876.6526,12.83,7.13,-87.17,,-60.65,37.5,0.0,0.0,8.67,-11.36,-21.68,-36.7,0,-63.03,33.51,-63.03,33.51,0,2,0,0.2,-1.12,-24.8,-40.09,-48.18,-54.53,-2.27
AEMD,2021-06-09,2021,6,2,2,8480.0,9992.0,6968.0,8632.0,316984,1768.0,388.24,379.64,1768.0,0,0,0,$50+,43.4,2628,2890,1506,120.58,210.41,1,1,74.5,0.45,0.0,-5.56,28.49,30.77,17.55,-7.14,-5.98,1.76,11.16,8.3,146.8571,8.31,8.58,69.24,64.98,0,0,59.79,0.8115,0.0,0.0,93.3878,46.2285,47.1593,59.78,60.94,-40.22,65.03,99.35,40.14,52.12,1431.97,-1.87,7.33,18.63,17.04,0,-14.34,52.41,-14.34,52.41,0,1,0,0.2,379.64,-36.05,-46.34,-51.16,-53.66,-11.03
AGIG,2022-03-07,2022,3,0,1,32.8,139.4,29.6,113.0,19976420,19.0,494.74,72.63,19.0,0,0,0,$10-20,370.95,169244,196250,123985,118.03,161.12,0,0,36.5,32.87,29.25,34.75,68.14,59.66,32.87,11.76,-25.79,14.35,11.91,9.79,1.9143,10.08,12.39,82.09,71.31,0,0,56.48,1.2828,0.0,0.0,0.6102,0.0265,0.5837,91.01,69.05,-8.99,91.07,225.3,26.54,78.51,291.69,23.7,32.5,44.21,35.6,0,-4.04,75.93,-4.04,77.57,0,1,0,0.4,72.63,-38.5,-24.34,-44.69,-53.45,46.99
AHG,2020-08-13,2020,8,3,3,2.307,7.44,2.307,7.44,26073800,1.875,296.8,23.04,1.875,1,0,1,$1-5,222.5,30080,26323,26294,866.82,991.59,1,1,14.39,0.81,-9.68,-13.07,-17.76,-24.61,-24.61,86.57,-13.77,4.39,3.41,2.81,0.1633,8.71,7.25,15.15,32.36,1,0,37.57,0.0001,0.0,0.0,-0.1586,-0.1124,-0.0462,25.0,17.67,-75.0,13.53,-168.09,17.73,-0.17,-0.36,-7.35,-12.15,-18.78,-25.89,1,-29.78,13.64,-63.02,91.13,0,1,0,0.2,23.04,-57.26,-62.5,-63.79,-68.95,-35.48
AHT,2020-11-09,2020,11,0,4,180.0,535.0,177.0,473.0,949734,144.0,228.47,25.0,144.0,0,0,0,$50+,202.26,5412,8420,14888,175.48,63.79,1,1,-63.65,0.0,-2.04,0.7,-7.1,-4.64,-22.99,-60.0,-7.14,6.58,6.66,6.37,19.9286,13.84,12.35,46.7,43.53,0,0,33.63,0.4503,0.0,1.0,-8.4002,-10.5801,2.1799,16.5,17.48,-83.5,67.35,-21.42,18.63,1.5,124.33,-1.64,0.14,-1.67,-21.37,0,-37.39,13.39,-61.19,13.39,0,0,0,0.6,25.0,-13.74,-46.3,-15.01,-47.15,-1.69
AIRT,2020-12-24,2020,12,3,4,11.55,42.93,11.55,38.38,2353800,9.75,293.64,18.46,9.75,0,0,1,$5-10,271.69,28800,19220,11425,81.73,206.02,1,1,152.08,0.72,0.21,-11.28,-12.79,-10.55,-1.32,0.1,-11.92,4.95,4.16,3.64,0.5421,5.56,4.69,26.82,36.67,1,0,24.38,0.0677,0.0,0.0,-0.1788,0.0469,-0.2256,9.89,6.58,-90.11,25.93,-175.33,37.52,91.82,98.05,-2.3,-8.35,-10.54,-7.31,1,-19.55,2.74,-19.55,8.94,0,1,0,0.0,18.46,-47.13,-46.93,-34.73,-54.4,-15.45
ALBT,2024-06-03,2024,6,0,2,4.515,21.6,4.425,18.45,10619327,4.425,316.95,2.03,4.425,1,0,1,$1-5,388.14,32165,16719,11094,330.15,957.13,1,1,189.91,-7.81,3.15,-0.34,5.73,19.43,-2.96,-26.25,-10.63,8.59,7.83,8.82,0.78,17.63,18.73,50.63,50.37,0,0,30.14,0.5854,0.0,0.0,0.0306,-0.0104,0.041,23.4,25.67,-76.6,83.62,72.5,24.51,111.93,173.68,-1.54,0.31,2.57,-0.35,0,-37.89,22.92,-37.89,22.92,1,0,0,0.6,2.03,-30.57,-56.99,-61.79,-65.85,-17.07
ALOY,2025-01-22,2025,1,2,1,3.33,6.0,2.68,5.52,237548100,1.69,226.63,97.04,1.69,1,0,1,$1-5,123.88,32000,32100,203130,7423.38,1169.44,0,0,-84.25,-6.63,-12.89,-11.29,-19.52,-15.29,-36.94,-42.71,-12.89,4.49,4.03,15.06,0.3934,23.28,17.54,31.03,37.09,0,0,49.15,0.2079,0.0,0.0,-0.1372,-0.1261,-0.0111,3.21,10.47,-96.79,85.22,-95.96,33.6,-3.86,3444.37,-8.7,-11.22,-14.35,-27.79,1,-58.78,11.92,-58.78,11.92,2,0,0,0.6,97.04,-28.44,-30.43,-26.09,-38.77,5.07
AMBO,2024-10-07,2024,10,0,4,1.44,4.18,1.44,4.02,38902200,1.23,226.83,17.07,1.23,1,0,1,$1-5,190.28,26780,14740,14085,1452.66,2761.96,1,1,90.13,-5.38,-2.38,-4.65,17.14,8.85,10.81,-6.89,-10.0,10.95,7.77,8.19,0.113,9.19,11.1,54.56,52.31,0,0,32.69,0.6658,0.0,0.0,0.0063,-0.0127,0.019,51.11,58.52,-48.89,63.96,46.43,30.97,-5.74,68.01,-1.6,5.76,5.42,3.05,0,-23.12,23.0,-23.12,23.0,1,0,0,0.6,17.07,3.98,-50.0,-54.23,-55.97,10.95
AMC,2021-01-27,2021,1,2,1,203.4,203.6,110.1,199.0,122234250,49.6,301.21,310.08,49.6,0,0,0,$20-50,84.92,28300954,19707158,11585211,4.32,10.55,0,0,144.29,12.22,41.31,67.0,116.59,107.53,11.46,96.83,-40.12,12.02,12.43,10.38,4.6,9.27,12.83,93.32,81.27,0,0,126.9,1.2087,0.0,0.0,2.9955,-0.1732,3.1687,92.86,88.27,-7.14,93.98,254.89,30.39,964.52,1132.97,31.63,60.62,89.93,59.52,0,-4.43,159.69,-4.43,159.69,0,4,0,0.2,310.08,-56.63,-33.17,-54.92,-69.85,-13.32
AMTD,2022-08-02,2022,8,1,3,64.44,77.4,38.4,42.0,38401550,12.48,236.54,416.35,12.48,0,0,0,$10-20,101.56,3097480,1897823,960049,12.4,40.0,0,0,222.64,18.18,44.44,17.51,84.07,85.71,38.67,0.0,-30.77,17.66,35.31,25.05,2.5436,20.38,25.69,69.27,65.54,0,0,110.57,0.9762,0.0,0.0,0.8931,0.4461,0.4469,65.64,46.01,-34.36,91.76,126.08,40.95,2868.83,9610.05,22.5,30.08,52.66,55.9,0,-21.21,105.94,-21.21,105.94,0,2,0,0.4,416.35,-10.71,-33.14,-66.29,-66.57,32.86
APM,2020-09-29,2020,9,1,3,82.2,142.3,46.8,47.6,6212480,12.2,290.16,573.77,12.2,0,0,0,$10-20,204.06,23810,18378,35149,260.92,176.75,1,1,-32.26,-6.87,-2.4,-24.22,-22.78,-39.9,-67.47,-66.11,-24.22,7.26,6.42,6.48,2.1879,17.93,15.34,19.99,22.44,1,1,52.6,0.0209,0.0,1.0,-3.5364,-3.6312,0.0948,8.7,10.13,-91.3,40.0,-159.93,26.29,-41.94,1774.61,-10.69,-19.37,-25.2,-54.29,1,-52.34,5.17,-72.02,5.17,1,0,0,0.2,573.77,-43.7,-45.8,-43.49,-46.64,-31.93
APM,2024-03-06,2024,3,2,1,3.28,17.49,2.63,9.49,82797200,1.45,554.48,126.21,1.45,1,0,1,$1-5,565.02,2760,2880,5725,29998.99,14462.39,1,1,-51.79,-5.84,-9.66,-12.91,-15.2,0.69,-34.68,-26.02,-12.91,2.83,4.43,5.81,0.1409,9.71,9.1,31.11,39.84,0,0,33.54,0.2095,0.0,0.0,-0.0428,-0.0355,-0.0073,9.38,15.4,-90.62,69.98,-82.01,11.32,-62.84,466.67,-8.33,-11.83,-9.74,-20.12,1,-24.99,7.41,-45.94,7.41,4,0,0,0.2,126.21,-26.34,-33.3,-54.37,-55.01,15.7
APRE,2023-02-14,2023,2,1,1,7.75,9.9,7.74,8.2,69700,0.474,1629.96,1535.02,0.474,1,1,1,<$1,27.91,3274,4307,6643,21.29,10.49,1,1,-50.72,-95.0,-95.44,-95.28,-95.27,-95.75,-93.76,-94.0,-95.44,41.97,30.12,21.81,1.3647,287.91,8.27,6.83,16.74,1,1,91.29,-0.5412,1.0,0.0,-0.4687,0.2144,-0.6831,0.0,26.32,-100.0,51.24,-651.12,24.88,-4.5,-6.02,-94.19,-94.84,-95.04,-94.66,1,-96.05,0.0,-96.05,0.0,2,0,1,0.4,1535.02,-4.88,-15.61,-23.05,-26.95,5.0
AREN,2024-11-15,2024,11,4,4,1.91,2.18,1.23,1.75,93857200,0.57,207.02,235.09,0.57,1,1,1,<$1,77.24,1714120,865220,436630,54.76,214.96,0,0,292.58,-5.0,-10.94,-8.06,-18.57,-24.0,-29.63,-38.04,-10.94,4.15,5.16,3.91,0.0486,8.52,7.13,26.47,30.79,1,0,29.65,0.0467,0.0,0.0,-0.0449,-0.0425,-0.0024,6.67,22.74,-93.33,0.6,-117.28,45.46,-5108.58,-8267.89,-6.56,-8.95,-13.44,-24.7,1,-26.92,1.79,-43.0,1.79,2,0,0,0.6,235.09,0.57,-17.14,-11.43,-21.71,4.57
ASNS,2024-06-05,2024,6,2,2,37.1,46.0,20.6,37.2,8957550,4.7,691.49,689.36,4.7,1,0,1,$1-5,123.3,255362,271807,139121,35.08,64.39,0,0,83.55,0.43,7.8,-2.08,-11.32,-21.14,-48.91,-58.77,-9.92,6.21,5.75,4.36,0.8043,17.11,16.5,36.12,33.14,0,0,32.01,0.1842,0.0,1.0,-0.6367,-0.6745,0.0378,25.64,22.84,-74.36,95.74,-95.57,28.16,149.01,605.89,0.51,-5.36,-10.11,-34.03,0,-40.43,30.56,-59.48,30.56,0,2,0,0.6,689.36,-47.04,-55.65,-59.68,-63.71,-33.87
ATLX,2021-01-04,2021,1,0,1,0.75,3.75,0.75,2.25,1670,0.75,200.0,0.0,0.75,1,1,1,<$1,400.0,96,115,83,17.36,19.99,1,1,15.14,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,-50.0,54.77,51.64,35.91,0.375,50.0,35.0,44.61,47.31,0,0,127.43,0.3976,0.0,0.0,0.028,0.0528,-0.0248,0.0,0.0,-100.0,64.25,47.62,100.0,-17.83,29500.0,-16.67,-23.08,-13.04,-5.66,1,-66.67,0.0,-66.67,0.0,0,0,0,0.0,0.0,-33.33,-33.33,-33.33,-33.33,33.33
ATLX,2021-01-25,2021,1,0,1,8.25,52.5,7.5,32.25,2173,6.0,437.5,37.5,6.0,0,0,1,$5-10,600.0,423,283,305,5.13,7.11,1,1,38.54,100.0,300.0,300.0,300.0,700.0,700.0,700.0,-75.0,54.77,42.16,60.43,1.0714,17.86,71.5,95.55,88.31,0,0,280.43,1.4401,0.0,0.0,0.5937,0.2667,0.327,87.5,57.5,-12.5,80.86,427.86,100.0,129.12,863.13,122.22,185.71,263.64,426.32,0,-11.11,700.0,-11.11,700.0,0,2,0,0.4,37.5,32.56,-13.95,-6.98,-39.53,132.56
ATON,2020-06-05,2020,6,4,2,210.0,240.0,180.0,180.0,80,2.2,8081.82,9445.45,2.2,1,0,1,$1-5,33.33,187,301,243,0.43,0.33,1,1,-23.12,-99.0,-99.07,-99.13,-99.21,-99.13,-98.84,-99.0,-99.13,43.02,30.61,22.7,43.9857,1999.35,11.74,6.4,16.66,1,1,97.41,-0.5174,1.0,0.0,-15.8805,5.4148,-21.2953,0.0,2.86,-100.0,48.05,-579.7,32.37,-266.37,-64.9,-98.84,-99.04,-99.1,-99.0,1,-99.27,0.0,-99.31,0.0,4,0,1,0.2,9445.45,22.22,33.33,22.22,11.11,44.44
ATXG,2022-08-31,2022,8,2,3,4050.0,98481.0,1943.1,98481.0,3441,1125.0,8653.87,260.0,1125.0,0,0,0,$50+,4968.24,0,0,0,3441.0,3441.0,1,1,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,260.0,-95.43,-99.12,-99.2,-99.31,-12.42
AVTX,2024-03-28,2024,3,3,1,18.7,34.46,16.65,21.75,31910400,4.75,357.89,293.68,4.75,1,0,1,$1-5,106.97,644360,334240,188085,49.52,169.66,0,0,242.59,2.72,-1.86,3.26,-5.0,7.71,2.15,-45.46,-5.74,4.04,5.94,6.3,0.4491,9.46,8.93,49.7,48.55,0,0,38.81,0.4434,0.0,0.0,-0.0275,-0.0055,-0.022,21.86,21.2,-78.14,95.6,-25.22,15.32,23786.47,1617.49,0.24,2.54,-2.2,2.62,0,-23.14,10.88,-49.25,20.25,0,1,0,0.6,293.68,-17.7,-25.01,-24.6,-34.48,3.31
AZTR,2024-07-23,2024,7,1,3,40.6,80.0,28.8,33.1333,11410065,10.8,206.79,275.93,10.8,0,0,0,$10-20,177.78,18123,23680,20659,629.59,552.3,1,1,-12.28,-11.48,-12.43,-31.06,-34.94,-60.29,-73.27,-75.45,-31.06,5.01,12.7,15.22,3.2129,29.75,20.89,26.65,33.16,1,0,109.02,0.132,0.0,0.0,-4.5962,-4.4192,-0.177,3.45,9.54,-96.55,45.23,-123.86,13.27,-745.52,-71.64,-16.24,-31.01,-40.12,-62.57,1,-62.24,3.85,-81.57,3.85,7,0,1,0.0,275.93,-76.46,-79.28,-84.51,-85.05,-72.84
BAOS,2023-05-01,2023,5,0,2,4.45,19.0,4.41,16.0,2179800,5.05,216.83,-11.88,5.05,0,0,1,$5-10,330.84,60200,33440,31640,36.21,68.89,1,1,90.27,57.81,56.83,62.9,36.56,40.28,-0.98,-10.93,-38.61,26.2,19.25,14.26,0.3944,7.81,11.99,82.92,68.79,0,0,48.42,1.4494,0.0,0.0,-0.0734,-0.2156,0.1422,84.78,38.72,-15.22,96.72,376.82,31.68,23.28,52.63,42.25,43.62,45.97,22.04,0,-6.48,62.9,-21.09,68.33,0,1,0,0.8,-11.88,-43.81,-61.5,-50.5,-61.5,45.62
BAOS,2024-12-24,2024,12,1,4,2.98,13.66,2.88,7.1,58744800,1.73,310.4,72.25,1.73,1,0,1,$1-5,374.31,25600,23320,42480,2294.72,1382.88,1,1,-39.74,3.04,11.61,10.19,4.22,-11.73,-16.83,-35.93,-10.4,5.37,4.39,4.76,0.2055,11.88,10.72,58.25,48.68,0,0,32.46,0.5402,0.0,0.0,-0.078,-0.0942,0.0162,42.65,31.32,-57.35,67.23,20.87,11.1,39.08,-504.22,5.76,6.47,1.31,-8.8,0,-18.4,20.14,-45.94,20.14,0,2,0,0.6,72.25,-37.75,-50.99,-62.11,-64.65,-17.89
BBAI,2023-01-12,2023,1,3,1,3.63,3.85,2.65,3.05,112679500,0.846,260.52,329.08,0.846,1,1,1,<$1,45.28,55240,94470,84780,2039.82,1329.08,1,0,-34.84,8.46,11.32,11.32,30.96,-8.04,-22.39,-33.39,-10.17,3.76,5.41,4.85,0.0747,8.83,10.7,72.09,53.74,0,0,40.77,0.7477,0.0,0.0,-0.0387,-0.0593,0.0206,98.52,81.96,-1.48,41.43,58.03,38.31,84.98,-113.2,8.29,15.06,10.1,-8.51,0,-13.67,45.86,-45.03,45.86,0,2,0,0.4,329.08,-21.64,-36.72,-36.07,-42.62,-7.87
BBLGW,2023-06-07,2023,6,2,2,0.51,0.53,0.433,0.49,47700,0.027,1714.81,1788.89,0.027,1,1,1,<$1,22.4,26460,14700,7810,1.8,6.11,1,1,238.8,35.0,0.0,0.0,35.0,-10.0,-56.45,-53.45,-25.93,22.14,18.84,15.4,0.0029,10.58,7.39,54.58,48.43,0,0,61.74,0.5623,0.0,0.0,-0.002,-0.0025,0.0005,72.73,47.58,-27.27,94.56,-35.83,27.24,3313.51,1957.35,5.47,8.0,3.85,-18.23,0,-10.0,42.11,-56.45,42.11,0,1,0,0.2,1788.89,-2.04,8.16,79.39,-7.55,81.22
BCTX,2025-01-29,2025,1,2,1,55.4,61.9,51.2,59.0,17960,3.7,1494.59,1397.3,3.7,1,0,1,$1-5,20.9,36604,45605,88378,0.49,0.2,1,0,-58.58,-5.13,-7.5,-9.76,-5.13,-33.93,-55.95,-51.95,-9.76,3.87,3.2,7.44,0.3643,9.85,10.87,26.74,33.12,1,0,73.97,0.2621,0.0,0.0,-0.7263,-0.7949,0.0685,14.29,12.78,-85.71,28.59,-79.07,19.82,-113.37,-142.93,-6.57,-5.85,-17.59,-42.06,1,-43.08,5.71,-70.87,5.71,3,0,0,0.4,1397.3,-5.59,-14.58,-24.07,-33.56,33.39
BDMD,2024-12-31,2024,12,1,4,1.52,9.35,1.415,7.6,89739000,1.05,623.81,44.76,1.05,1,0,1,$1-5,560.78,111160,158250,97325,807.3,922.05,1,0,14.22,-38.95,-41.01,-48.78,-33.96,-56.25,-59.86,-75.69,-48.78,19.3,23.28,16.28,0.3577,34.07,24.47,27.59,32.06,1,0,71.52,-0.0817,1.0,0.0,-0.2176,-0.2098,-0.0078,0.0,18.97,-100.0,71.25,-153.57,33.33,-45.93,297.01,-37.25,-38.87,-41.6,-55.77,1,-63.79,0.0,-80.77,0.0,2,0,0,0.2,44.76,-32.63,-11.84,0.66,-50.39,7.89
BDTX,2023-06-27,2023,6,1,2,4.17,6.85,3.15,6.18,189918100,1.84,235.87,126.63,1.84,1,0,1,$1-5,117.46,77880,72360,83980,2438.6,2261.47,1,0,-7.26,1.1,-1.08,-8.91,-10.68,3.37,28.67,1.66,-9.9,2.75,4.06,6.22,0.1839,10.0,9.74,36.09,44.9,0,0,38.33,0.2373,0.0,0.0,0.004,0.0507,-0.0467,15.29,13.93,-84.71,25.64,-105.08,22.99,-83.18,21.23,-2.65,-7.21,-10.07,0.74,1,-28.12,9.52,-28.12,28.67,0,1,0,1.0,126.63,-7.28,-18.28,-21.36,-27.02,-0.32
BENF,2024-05-03,2024,5,4,2,15.36,104.0,15.36,54.56,3876000,15.36,255.21,0.0,15.36,0,0,0,$10-20,577.08,15337,13540,37475,252.71,103.43,1,1,-59.07,-5.88,-42.17,-54.5,-51.02,-53.85,-77.78,-92.5,-54.5,13.91,15.0,21.51,7.7257,50.3,34.19,18.99,28.06,1,1,128.8,0.0263,0.0,0.0,-8.5516,-6.8598,-1.6918,1.05,0.65,-98.95,25.72,-155.96,30.44,-23.45,857.88,-37.3,-49.3,-61.02,-70.48,1,-85.45,3.23,-92.5,3.23,7,0,0,0.0,0.0,-12.02,-30.35,-31.38,-35.48,31.38
BESS,2025-02-10,2025,2,0,1,5.0,5.0,5.0,5.0,100,0.07,7042.86,7042.86,0.07,1,1,1,<$1,0.0,0,78,130,100.0,0.77,1,1,-100.0,0.0,0.0,0.0,-99.17,-99.29,-99.29,-99.29,0.0,44.4,32.41,23.37,1.295,1850.0,8.33,9.6,16.88,1,1,236.95,0.0822,0.0,0.0,-2.2549,-1.2017,-1.0532,0.0,0.0,-100.0,2.12,-133.33,65.34,0.0,-67.93,0.0,-98.54,-99.0,-99.18,0,-99.29,0.0,-99.37,0.0,0,0,0,0.0,7042.86,-20.0,26.0,26.0,-40.0,26.0
BETR,2023-07-25,2023,7,1,3,745.0,1947.5,712.5,1676.5,172158,519.0,223.03,43.55,519.0,0,0,0,$50+,173.33,1,2,1,143465.0,101269.41,1,1,-29.41,0.0,0.0,0.1,0.1,0.48,1.37,2.06,-0.1,0.04,0.03,0.32,0.3571,0.07,0.01,47.98,51.91,0,0,1.67,0.4454,0.0,1.0,0.2398,0.5391,-0.2993,22.22,22.22,-77.78,6.67,-17.45,11.5,0.45,-1.33,0.04,0.07,-0.09,0.39,0,-0.67,0.48,-1.14,2.47,0,0,0,0.0,43.55,-35.88,31.37,-7.55,-47.15,87.62
BGLC,2024-02-13,2024,2,1,1,10.6,33.9,9.5,15.7,7551830,4.11,282.0,157.91,4.11,1,0,1,$1-5,256.84,2904,3902,4419,2600.49,1708.75,1,1,-34.29,-3.52,-8.26,-5.52,-13.47,-2.38,-39.2,20.88,-8.26,3.49,3.67,5.92,0.4307,10.48,11.39,27.29,36.29,1,0,40.72,0.1593,0.0,0.0,-0.3198,-0.2808,-0.0389,6.55,11.74,-93.45,27.11,-106.78,17.36,-0.03,-0.1,-4.42,-7.1,-13.87,-26.89,1,-31.5,2.75,-74.31,32.58,2,0,0,0.6,157.91,-27.39,-34.39,-52.23,-53.25,-10.83
BKKT,2021-10-25,2021,10,0,4,346.5,789.25,273.75,765.0,8476148,228.75,234.43,51.48,228.75,0,0,0,$50+,188.31,114867,87842,67270,73.79,126.0,1,0,70.75,13.95,12.0,4.45,-6.44,-9.94,-8.22,-7.01,-12.24,8.09,5.68,4.02,18.2286,7.97,6.32,50.59,44.4,0,0,28.67,0.3506,0.0,0.0,-9.9733,-6.7691,-3.2042,52.27,18.99,-47.73,29.66,-73.23,40.55,-2.02,-115.27,7.39,0.56,-4.28,-7.61,0,-11.76,14.38,-26.21,14.38,0,1,0,0.2,51.48,-22.29,-16.34,18.4,-33.59,66.01
BMR,2024-02-12,2024,2,0,1,6.07,34.94,6.05,9.95,154938000,2.11,371.56,187.68,2.11,1,0,1,$1-5,477.52,847840,449160,251685,182.74,615.6,0,0,236.87,13.44,-4.09,33.54,26.35,31.87,70.16,81.9,-28.18,14.58,11.99,9.54,0.2669,12.65,14.55,63.86,61.71,0,0,55.53,1.012,0.0,0.0,0.1266,0.0831,0.0435,74.19,68.7,-25.81,90.37,160.23,31.03,142.98,148.87,10.47,16.77,28.43,41.88,0,-10.21,54.01,-10.21,91.82,0,1,0,0.8,187.68,41.31,0.5,24.62,-9.55,118.09
